project_accession	file_name	category	file_size_bytes	ftp_url	local_relative_path	license_status	redistribution_status	download_status
PXD001226	Supplemtarydata.zip	SEARCH	4000090	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001226/Supplemtarydata.zip	raw/proteomics/PRIDE/PXD001226/Supplemtarydata.zip	license_unverified	blocked_until_reviewed	pending
PXD010490	250611_Maria_Lluch_Luis_Serrano_WT_sixorf_1FDR.prot.xml	SEARCH	4086117	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD010490/250611_Maria_Lluch_Luis_Serrano_WT_sixorf_1FDR.prot.xml	raw/proteomics/PRIDE/PXD010490/250611_Maria_Lluch_Luis_Serrano_WT_sixorf_1FDR.prot.xml	license_unverified	blocked_until_reviewed	pending
PXD030845	match_output_sp_A_mRNA_m1Y_15N14N_GTP_20pmol_each.txt	SEARCH	4108221	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD030845/match_output_sp_A_mRNA_m1Y_15N14N_GTP_20pmol_each.txt	raw/proteomics/PRIDE/PXD030845/match_output_sp_A_mRNA_m1Y_15N14N_GTP_20pmol_each.txt	license_unverified	blocked_until_reviewed	pending
PXD050621	proteinGroups.txt	SEARCH	4124266	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD050621/proteinGroups.txt	raw/proteomics/PRIDE/PXD050621/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD009463	proteinGroups_20180327_4Claudia.xlsx	SEARCH	4239495	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD009463/proteinGroups_20180327_4Claudia.xlsx	raw/proteomics/PRIDE/PXD009463/proteinGroups_20180327_4Claudia.xlsx	license_unverified	blocked_until_reviewed	pending
PXD020342	proteinGroups.txt	SEARCH	4286074	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD020342/proteinGroups.txt	raw/proteomics/PRIDE/PXD020342/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD030538	match_output_Synapt_G2S.txt	SEARCH	4304123	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD030538/match_output_Synapt_G2S.txt	raw/proteomics/PRIDE/PXD030538/match_output_Synapt_G2S.txt	license_unverified	blocked_until_reviewed	pending
PXD056079	TEclipse_FAIMS_LFQ_DBPSN060_20231116_P_1212_Proteins.txt	SEARCH	4321978	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD056079/TEclipse_FAIMS_LFQ_DBPSN060_20231116_P_1212_Proteins.txt	raw/proteomics/PRIDE/PXD056079/TEclipse_FAIMS_LFQ_DBPSN060_20231116_P_1212_Proteins.txt	license_unverified	blocked_until_reviewed	pending
PXD002952	DIAumpire_5600_32_PeptideSummary.tsv	SEARCH	4324380	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD002952/DIAumpire_5600_32_PeptideSummary.tsv	raw/proteomics/PRIDE/PXD002952/DIAumpire_5600_32_PeptideSummary.tsv	license_unverified	blocked_until_reviewed	pending
PXD009242	proteinGroups.txt	SEARCH	4351067	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD009242/proteinGroups.txt	raw/proteomics/PRIDE/PXD009242/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD022098	proteinGroups.txt	SEARCH	4372028	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022098/proteinGroups.txt	raw/proteomics/PRIDE/PXD022098/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD066083	heavy.mzid	RESULT	4503646	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD066083/heavy.mzid	raw/proteomics/PRIDE/PXD066083/heavy.mzid	license_unverified	blocked_until_reviewed	pending
PXD025531	TRADD_TNFRDD_fractions_rep2.zip	SEARCH	4520882	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD025531/TRADD_TNFRDD_fractions_rep2.zip	raw/proteomics/PRIDE/PXD025531/TRADD_TNFRDD_fractions_rep2.zip	license_unverified	blocked_until_reviewed	pending
PXD068828	MMTPPSupplementaryFile.xlsx	SEARCH	4569770	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD068828/MMTPPSupplementaryFile.xlsx	raw/proteomics/PRIDE/PXD068828/MMTPPSupplementaryFile.xlsx	license_unverified	blocked_until_reviewed	pending
PXD063736	Search.zip	SEARCH	4580059	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063736/Search.zip	raw/proteomics/PRIDE/PXD063736/Search.zip	license_unverified	blocked_until_reviewed	pending
PXD069310	RuvB_MSMS.zip	SEARCH	4613125	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD069310/RuvB_MSMS.zip	raw/proteomics/PRIDE/PXD069310/RuvB_MSMS.zip	license_unverified	blocked_until_reviewed	pending
PXD036133	CFT073_probe4_various_conditions_proteinGroups.txt	SEARCH	4630190	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/12/PXD036133/CFT073_probe4_various_conditions_proteinGroups.txt	raw/proteomics/PRIDE/PXD036133/CFT073_probe4_various_conditions_proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD016504	BHP2986_SWATH_local.xlsx	SEARCH	4648471	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/07/PXD016504/BHP2986_SWATH_local.xlsx	raw/proteomics/PRIDE/PXD016504/BHP2986_SWATH_local.xlsx	license_unverified	blocked_until_reviewed	pending
PXD065397	RPS4B_combined_psm.csv	SEARCH	4677305	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/03/PXD065397/RPS4B_combined_psm.csv	raw/proteomics/PRIDE/PXD065397/RPS4B_combined_psm.csv	license_unverified	blocked_until_reviewed	pending
PXD027589	022016_RAL4_95_AMBIC1_GluC_1.pep.xml	SEARCH	4759156	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD027589/022016_RAL4_95_AMBIC1_GluC_1.pep.xml	raw/proteomics/PRIDE/PXD027589/022016_RAL4_95_AMBIC1_GluC_1.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD022297	SQ_Results_PEPTIDE.tsv	SEARCH	4771848	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD022297/SQ_Results_PEPTIDE.tsv	raw/proteomics/PRIDE/PXD022297/SQ_Results_PEPTIDE.tsv	license_unverified	blocked_until_reviewed	pending
PXD048776	psm_Fig2_Ox_MobB_3.tsv	SEARCH	4793212	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/11/PXD048776/psm_Fig2_Ox_MobB_3.tsv	raw/proteomics/PRIDE/PXD048776/psm_Fig2_Ox_MobB_3.tsv	license_unverified	blocked_until_reviewed	pending
PXD023434	HDX_Dataset_final_peptide.zip	SEARCH	4850606	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD023434/HDX_Dataset_final_peptide.zip	raw/proteomics/PRIDE/PXD023434/HDX_Dataset_final_peptide.zip	license_unverified	blocked_until_reviewed	pending
PXD064693	MM62_Legu_16h_Elite.zip	SEARCH	4853003	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/08/PXD064693/MM62_Legu_16h_Elite.zip	raw/proteomics/PRIDE/PXD064693/MM62_Legu_16h_Elite.zip	license_unverified	blocked_until_reviewed	pending
PXD060600	MSfragger_EPA_pglS_mutants.zip	SEARCH	4857121	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD060600/MSfragger_EPA_pglS_mutants.zip	raw/proteomics/PRIDE/PXD060600/MSfragger_EPA_pglS_mutants.zip	license_unverified	blocked_until_reviewed	pending
PXD061660	proteins.csv	SEARCH	4913284	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/04/PXD061660/proteins.csv	raw/proteomics/PRIDE/PXD061660/proteins.csv	license_unverified	blocked_until_reviewed	pending
PXD041414	pct99.psm.txt	SEARCH	4952064	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD041414/pct99.psm.txt	raw/proteomics/PRIDE/PXD041414/pct99.psm.txt	license_unverified	blocked_until_reviewed	pending
PXD068189	F236436_p0.05.mzid	RESULT	5077588	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PXD068189/F236436_p0.05.mzid	raw/proteomics/PRIDE/PXD068189/F236436_p0.05.mzid	license_unverified	blocked_until_reviewed	pending
PXD068073	F236838_p0.05.mzid	RESULT	5150871	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PXD068073/F236838_p0.05.mzid	raw/proteomics/PRIDE/PXD068073/F236838_p0.05.mzid	license_unverified	blocked_until_reviewed	pending
PXD035775	oglyco_ScanAssign_Filtered_OPR_Rep1_ST_TrimMS1.txt	SEARCH	5207541	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD035775/oglyco_ScanAssign_Filtered_OPR_Rep1_ST_TrimMS1.txt	raw/proteomics/PRIDE/PXD035775/oglyco_ScanAssign_Filtered_OPR_Rep1_ST_TrimMS1.txt	license_unverified	blocked_until_reviewed	pending
PXD059551	report.tsv	SEARCH	5238931	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/07/PXD059551/report.tsv	raw/proteomics/PRIDE/PXD059551/report.tsv	license_unverified	blocked_until_reviewed	pending
PXD022425	86-09_whitelisted_quant.csv	SEARCH	5247890	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD022425/86-09_whitelisted_quant.csv	raw/proteomics/PRIDE/PXD022425/86-09_whitelisted_quant.csv	license_unverified	blocked_until_reviewed	pending
PXD042090	Cas1_Cas2.xml	SEARCH	5407356	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD042090/Cas1_Cas2.xml	raw/proteomics/PRIDE/PXD042090/Cas1_Cas2.xml	license_unverified	blocked_until_reviewed	pending
PXD001378	95093AU.aionspep.xml	SEARCH	5477026	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD001378/95093AU.aionspep.xml	raw/proteomics/PRIDE/PXD001378/95093AU.aionspep.xml	license_unverified	blocked_until_reviewed	pending
PXD006722	MY20161019_SAM_SpecterEcolidgiest_bRP05.pep.xml	SEARCH	5583357	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD006722/MY20161019_SAM_SpecterEcolidgiest_bRP05.pep.xml	raw/proteomics/PRIDE/PXD006722/MY20161019_SAM_SpecterEcolidgiest_bRP05.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD011071	Sorbic_cerevisiae_PARTRAPP.zip	SEARCH	5610883	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011071/Sorbic_cerevisiae_PARTRAPP.zip	raw/proteomics/PRIDE/PXD011071/Sorbic_cerevisiae_PARTRAPP.zip	license_unverified	blocked_until_reviewed	pending
PXD008787	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_2_MGF_searchgui_out.zip	SEARCH	5658282	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/05/PXD008787/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_2_MGF_searchgui_out.zip	raw/proteomics/PRIDE/PXD008787/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_2_MGF_searchgui_out.zip	license_unverified	blocked_until_reviewed	pending
PXD050358	proteinGroupsFI14.txt	SEARCH	5724339	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/proteinGroupsFI14.txt	raw/proteomics/PRIDE/PXD050358/proteinGroupsFI14.txt	license_unverified	blocked_until_reviewed	pending
PXD058297	DENV2_RdRp_Seq_3_reducedASMflow_04_25_2023_IA_workflow.xml	SEARCH	5916751	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD058297/DENV2_RdRp_Seq_3_reducedASMflow_04_25_2023_IA_workflow.xml	raw/proteomics/PRIDE/PXD058297/DENV2_RdRp_Seq_3_reducedASMflow_04_25_2023_IA_workflow.xml	license_unverified	blocked_until_reviewed	pending
PXD002785	caspase3.interact.pep.xml	SEARCH	6315122	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD002785/caspase3.interact.pep.xml	raw/proteomics/PRIDE/PXD002785/caspase3.interact.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD078868	protein.tsv	SEARCH	6414932	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/08/PXD078868/protein.tsv	raw/proteomics/PRIDE/PXD078868/protein.tsv	license_unverified	blocked_until_reviewed	pending
PXD041714	PNP-7-evidence.txt	SEARCH	6416880	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD041714/PNP-7-evidence.txt	raw/proteomics/PRIDE/PXD041714/PNP-7-evidence.txt	license_unverified	blocked_until_reviewed	pending
PXD030312	txt_MBR.zip	SEARCH	6494256	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD030312/txt_MBR.zip	raw/proteomics/PRIDE/PXD030312/txt_MBR.zip	license_unverified	blocked_until_reviewed	pending
PXD036527	OsC3H41_and_OsRAD23_OG_Sites.txt	SEARCH	6505547	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD036527/OsC3H41_and_OsRAD23_OG_Sites.txt	raw/proteomics/PRIDE/PXD036527/OsC3H41_and_OsRAD23_OG_Sites.txt	license_unverified	blocked_until_reviewed	pending
PXD052252	proteinGroups.txt	SEARCH	6522507	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD052252/proteinGroups.txt	raw/proteomics/PRIDE/PXD052252/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD068274	mzTab.mzTab	RESULT	6880094	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/07/PXD068274/mzTab.mzTab	raw/proteomics/PRIDE/PXD068274/mzTab.mzTab	license_unverified	blocked_until_reviewed	pending
PXD007587	OSU_D2_FASP_Elite_02262014.pep.txt	SEARCH	6949584	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/02/PXD007587/OSU_D2_FASP_Elite_02262014.pep.txt	raw/proteomics/PRIDE/PXD007587/OSU_D2_FASP_Elite_02262014.pep.txt	license_unverified	blocked_until_reviewed	pending
PXD010925	espinvitroassay2.zip	SEARCH	7007115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD010925/espinvitroassay2.zip	raw/proteomics/PRIDE/PXD010925/espinvitroassay2.zip	license_unverified	blocked_until_reviewed	pending
PXD010920	ecoli-92k-5-6mkl_RB2_01_1631-lf82.csv	SEARCH	7104793	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/08/PXD010920/ecoli-92k-5-6mkl_RB2_01_1631-lf82.csv	raw/proteomics/PRIDE/PXD010920/ecoli-92k-5-6mkl_RB2_01_1631-lf82.csv	license_unverified	blocked_until_reviewed	pending
PXD009959	MaxQuant_Output_txt_12.zip	SEARCH	7118586	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD009959/MaxQuant_Output_txt_12.zip	raw/proteomics/PRIDE/PXD009959/MaxQuant_Output_txt_12.zip	license_unverified	blocked_until_reviewed	pending
PXD058768	NCAA1.xml	SEARCH	7178852	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/12/PXD058768/NCAA1.xml	raw/proteomics/PRIDE/PXD058768/NCAA1.xml	license_unverified	blocked_until_reviewed	pending
PXD002804	BCHM220_HOCl_YedY_Metonly_MultiConsensus.pep.xml	SEARCH	7286919	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002804/BCHM220_HOCl_YedY_Metonly_MultiConsensus.pep.xml	raw/proteomics/PRIDE/PXD002804/BCHM220_HOCl_YedY_Metonly_MultiConsensus.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD002000	VG_Coli5_B_100513_20150309193848.zip	SEARCH	7349983	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002000/VG_Coli5_B_100513_20150309193848.zip	raw/proteomics/PRIDE/PXD002000/VG_Coli5_B_100513_20150309193848.zip	license_unverified	blocked_until_reviewed	pending
PXD065336	GFP-Sac.XML	SEARCH	7484010	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/07/PXD065336/GFP-Sac.XML	raw/proteomics/PRIDE/PXD065336/GFP-Sac.XML	license_unverified	blocked_until_reviewed	pending
PXD061558	Jin_et_al_Proteomics_set1.csv	SEARCH	7490931	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/07/PXD061558/Jin_et_al_Proteomics_set1.csv	raw/proteomics/PRIDE/PXD061558/Jin_et_al_Proteomics_set1.csv	license_unverified	blocked_until_reviewed	pending
PXD022565	proteinGroups.txt	SEARCH	7515129	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD022565/proteinGroups.txt	raw/proteomics/PRIDE/PXD022565/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD041958	50Percent.psm.txt	SEARCH	7570445	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD041958/50Percent.psm.txt	raw/proteomics/PRIDE/PXD041958/50Percent.psm.txt	license_unverified	blocked_until_reviewed	pending
PXD025706	Protein_identification-Treat-1.xml	SEARCH	7713361	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/Protein_identification-Treat-1.xml	raw/proteomics/PRIDE/PXD025706/Protein_identification-Treat-1.xml	license_unverified	blocked_until_reviewed	pending
PXD062881	Elliot_20210701_1ug_OTE_Aurora-3hr_TMT-15-RTS-MS3.mzTab	RESULT	7750228	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD062881/Elliot_20210701_1ug_OTE_Aurora-3hr_TMT-15-RTS-MS3.mzTab	raw/proteomics/PRIDE/PXD062881/Elliot_20210701_1ug_OTE_Aurora-3hr_TMT-15-RTS-MS3.mzTab	license_unverified	blocked_until_reviewed	pending
PXD040963	peptides.txt	SEARCH	7805095	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD040963/peptides.txt	raw/proteomics/PRIDE/PXD040963/peptides.txt	license_unverified	blocked_until_reviewed	pending
PXD025363	Manuscript_-_AmpC-_2017_-_DF.zip	SEARCH	8021129	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/04/PXD025363/Manuscript_-_AmpC-_2017_-_DF.zip	raw/proteomics/PRIDE/PXD025363/Manuscript_-_AmpC-_2017_-_DF.zip	license_unverified	blocked_until_reviewed	pending
PXD013088	proteinGroups.txt	SEARCH	8098324	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013088/proteinGroups.txt	raw/proteomics/PRIDE/PXD013088/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD027167	search.zip	SEARCH	8102026	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/07/PXD027167/search.zip	raw/proteomics/PRIDE/PXD027167/search.zip	license_unverified	blocked_until_reviewed	pending
PXD002380	msms.txt	SEARCH	8215105	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD002380/msms.txt	raw/proteomics/PRIDE/PXD002380/msms.txt	license_unverified	blocked_until_reviewed	pending
PXD054715	E.coli_membranes_design_openms_design_msstats_in.csv	SEARCH	8606617	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD054715/E.coli_membranes_design_openms_design_msstats_in.csv	raw/proteomics/PRIDE/PXD054715/E.coli_membranes_design_openms_design_msstats_in.csv	license_unverified	blocked_until_reviewed	pending
PXD028735	identifications.tsv	SEARCH	8628685	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD028735/identifications.tsv	raw/proteomics/PRIDE/PXD028735/identifications.tsv	license_unverified	blocked_until_reviewed	pending
PXD024133	dataset2_DIA_spectronaut_clean_na_imputed_pep_matrix.tsv	SEARCH	8835100	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD024133/dataset2_DIA_spectronaut_clean_na_imputed_pep_matrix.tsv	raw/proteomics/PRIDE/PXD024133/dataset2_DIA_spectronaut_clean_na_imputed_pep_matrix.tsv	license_unverified	blocked_until_reviewed	pending
PXD046228	Mirror-image_biology_undigested.csv	SEARCH	8836544	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/01/PXD046228/Mirror-image_biology_undigested.csv	raw/proteomics/PRIDE/PXD046228/Mirror-image_biology_undigested.csv	license_unverified	blocked_until_reviewed	pending
PXD005542	interact-3.pep.xml	SEARCH	9488947	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD005542/interact-3.pep.xml	raw/proteomics/PRIDE/PXD005542/interact-3.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD013168	Datasummary.txt	SEARCH	9536284	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD013168/Datasummary.txt	raw/proteomics/PRIDE/PXD013168/Datasummary.txt	license_unverified	blocked_until_reviewed	pending
PXD041067	220222_HX_412_Ba_PLGS.zip	SEARCH	9753895	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041067/220222_HX_412_Ba_PLGS.zip	raw/proteomics/PRIDE/PXD041067/220222_HX_412_Ba_PLGS.zip	license_unverified	blocked_until_reviewed	pending
PXD012023	MaxQuant_Output.zip	SEARCH	9767305	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD012023/MaxQuant_Output.zip	raw/proteomics/PRIDE/PXD012023/MaxQuant_Output.zip	license_unverified	blocked_until_reviewed	pending
PXD039446	proteinGroups.txt	SEARCH	9782972	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/09/PXD039446/proteinGroups.txt	raw/proteomics/PRIDE/PXD039446/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD028038	HER2_MD1_output.zip	SEARCH	9821670	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/04/PXD028038/HER2_MD1_output.zip	raw/proteomics/PRIDE/PXD028038/HER2_MD1_output.zip	license_unverified	blocked_until_reviewed	pending
PXD056497	FragPipe_search_result_in_vitro.zip	SEARCH	10071312	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/11/PXD056497/FragPipe_search_result_in_vitro.zip	raw/proteomics/PRIDE/PXD056497/FragPipe_search_result_in_vitro.zip	license_unverified	blocked_until_reviewed	pending
PXD025057	MQ_search_results.zip	SEARCH	10306755	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD025057/MQ_search_results.zip	raw/proteomics/PRIDE/PXD025057/MQ_search_results.zip	license_unverified	blocked_until_reviewed	pending
PXD047394	proteinGroups.txt	SEARCH	10545953	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/03/PXD047394/proteinGroups.txt	raw/proteomics/PRIDE/PXD047394/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD065966	J1000_ragPipe_Results.zip	SEARCH	10593036	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PXD065966/J1000_ragPipe_Results.zip	raw/proteomics/PRIDE/PXD065966/J1000_ragPipe_Results.zip	license_unverified	blocked_until_reviewed	pending
PXD014948	Ecoli_SWATH_quant_results.zip	SEARCH	10623870	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD014948/Ecoli_SWATH_quant_results.zip	raw/proteomics/PRIDE/PXD014948/Ecoli_SWATH_quant_results.zip	license_unverified	blocked_until_reviewed	pending
PXD038317	proteinGroups.txt	SEARCH	10857990	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/01/PXD038317/proteinGroups.txt	raw/proteomics/PRIDE/PXD038317/proteinGroups.txt	license_unverified	blocked_until_reviewed	pending
PXD000279	dynamicrangebenchmark.zip	SEARCH	11306691	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/dynamicrangebenchmark.zip	raw/proteomics/PRIDE/PXD000279/dynamicrangebenchmark.zip	license_unverified	blocked_until_reviewed	pending
PXD060313	240829_HX_067_Mi_PLGS.zip	SEARCH	11382636	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD060313/240829_HX_067_Mi_PLGS.zip	raw/proteomics/PRIDE/PXD060313/240829_HX_067_Mi_PLGS.zip	license_unverified	blocked_until_reviewed	pending
PXD023243	SIHUMI_small_HP_SDS_Geldigest_wo_fixation_1.pep.xml	SEARCH	11526973	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD023243/SIHUMI_small_HP_SDS_Geldigest_wo_fixation_1.pep.xml	raw/proteomics/PRIDE/PXD023243/SIHUMI_small_HP_SDS_Geldigest_wo_fixation_1.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD013243	RAl7_50_AMBICEDTA_TrypsinLysC_DDA_100fmolHi3_3.pep.xml	SEARCH	11897790	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD013243/RAl7_50_AMBICEDTA_TrypsinLysC_DDA_100fmolHi3_3.pep.xml	raw/proteomics/PRIDE/PXD013243/RAl7_50_AMBICEDTA_TrypsinLysC_DDA_100fmolHi3_3.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD013602	RAL7_50_AMP1vesicle_TrypsinLysC_100fmolHi3_1-20iRT_DDA.pep.xml	SEARCH	12129418	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD013602/RAL7_50_AMP1vesicle_TrypsinLysC_100fmolHi3_1-20iRT_DDA.pep.xml	raw/proteomics/PRIDE/PXD013602/RAL7_50_AMP1vesicle_TrypsinLysC_100fmolHi3_1-20iRT_DDA.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD050493	230512_hspb5_b9_yesuv_dim_t_olderstd_30min_kojak_interact.pep.xml	SEARCH	12575311	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD050493/230512_hspb5_b9_yesuv_dim_t_olderstd_30min_kojak_interact.pep.xml	raw/proteomics/PRIDE/PXD050493/230512_hspb5_b9_yesuv_dim_t_olderstd_30min_kojak_interact.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD016659	Methyl_labeling_Npt.zip	SEARCH	13448242	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD016659/Methyl_labeling_Npt.zip	raw/proteomics/PRIDE/PXD016659/Methyl_labeling_Npt.zip	license_unverified	blocked_until_reviewed	pending
PXD003158	Allicin_2D_results_search_engine.zip	SEARCH	13600097	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003158/Allicin_2D_results_search_engine.zip	raw/proteomics/PRIDE/PXD003158/Allicin_2D_results_search_engine.zip	license_unverified	blocked_until_reviewed	pending
PXD016271	interact-F2-2.ipro.pep.xml	SEARCH	14032725	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016271/interact-F2-2.ipro.pep.xml	raw/proteomics/PRIDE/PXD016271/interact-F2-2.ipro.pep.xml	license_unverified	blocked_until_reviewed	pending
PXD062423	report_DIA.tsv	SEARCH	14099403	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD062423/report_DIA.tsv	raw/proteomics/PRIDE/PXD062423/report_DIA.tsv	license_unverified	blocked_until_reviewed	pending
PXD017059	matrix.tsv	SEARCH	14544893	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD017059/matrix.tsv	raw/proteomics/PRIDE/PXD017059/matrix.tsv	license_unverified	blocked_until_reviewed	pending
