run_accession	study_accession	strain_guess	data_tier	omics_type	url	md5	bytes	local_relative_path	license_status	redistribution_status	download_status
ERR4318907	PRJEB39237	MG1655	L1_core_candidate	functional_genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4318907/ERR4318907.fastq.gz	0fe2fb7141f9cc3234d2d7fa354102a8	45080171	raw/sequencing/MG1655/ERR4318907/ERR4318907.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR922404	PRJNA209527	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/SRR922404/SRR922404.fastq.gz	d1d36a434a554ea96b29e9ad0341d9af	147833221	raw/sequencing/MG1655/SRR922404/SRR922404.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR922405	PRJNA209527	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/SRR922405/SRR922405.fastq.gz	8e7b0fc6f3db3dad4f1a6edd3322645f	164128811	raw/sequencing/MG1655/SRR922405/SRR922405.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR447669	PRJNA40075	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447669/SRR447669_2.fastq.gz	2524a633beb5fc06da5ecd97f543be46	10504543	raw/sequencing/MG1655/SRR447669/SRR447669_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR447669	PRJNA40075	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447669/SRR447669_1.fastq.gz	10861cb055245268e5507a2af91980f3	10510722	raw/sequencing/MG1655/SRR447669/SRR447669_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR447680	PRJNA40075	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447680/SRR447680_2.fastq.gz	d6dcbe711cfe626f033021f3826c6e72	10534736	raw/sequencing/MG1655/SRR447680/SRR447680_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR447680	PRJNA40075	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447680/SRR447680_1.fastq.gz	799008bf5e408c2ee84967120b15c925	10544999	raw/sequencing/MG1655/SRR447680/SRR447680_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR1748545	PRJEB18430	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1748545/ERR1748545.fastq.gz	601c8ea5f52a0eefd2a4d0e8ea574856	11594	raw/sequencing/MG1655/ERR1748545/ERR1748545.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR1748545	PRJEB18430	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1748545/ERR1748545_1.fastq.gz	4e04ffd7aa862ffed11bb1345af5169c	9272286	raw/sequencing/MG1655/ERR1748545/ERR1748545_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR1748545	PRJEB18430	MG1655	L1_core_candidate	genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR174/005/ERR1748545/ERR1748545_2.fastq.gz	8c261db9ca99a49d70dc86d10b23e0cf	11875698	raw/sequencing/MG1655/ERR1748545/ERR1748545_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR13921543	PRJNA706563	MG1655	L1_core_candidate	methylomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/043/SRR13921543/SRR13921543_1.fastq.gz	ff46e145e52db0801aa1fcaadcf4c5e2	172303988	raw/sequencing/MG1655/SRR13921543/SRR13921543_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR13921543	PRJNA706563	MG1655	L1_core_candidate	methylomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/043/SRR13921543/SRR13921543_2.fastq.gz	8cb9b8595b47e77c3ba29b33ea19afa4	195489086	raw/sequencing/MG1655/SRR13921543/SRR13921543_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR16264717	PRJNA769733	MG1655	L1_core_candidate	methylomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/017/SRR16264717/SRR16264717_1.fastq.gz	2a9be3e9dee681dc1248c1b2c60b7e78	201672546	raw/sequencing/MG1655/SRR16264717/SRR16264717_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR16264717	PRJNA769733	MG1655	L1_core_candidate	methylomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/017/SRR16264717/SRR16264717_2.fastq.gz	da43d2104e1af4cb68329983829b1b15	217708440	raw/sequencing/MG1655/SRR16264717/SRR16264717_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR16264720	PRJNA769733	MG1655	L1_core_candidate	methylomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/020/SRR16264720/SRR16264720_1.fastq.gz	8642c0a9276996a6ee18d9bfcae7e96e	212613738	raw/sequencing/MG1655/SRR16264720/SRR16264720_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR16264720	PRJNA769733	MG1655	L1_core_candidate	methylomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR162/020/SRR16264720/SRR16264720_2.fastq.gz	0b4b5b095945ff3fb31143c68b88f63a	230566565	raw/sequencing/MG1655/SRR16264720/SRR16264720_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR376622	PRJEB1803	MG1655	L1_core_candidate	methylomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR376/ERR376622/ERR376622_1.fastq.gz	25cb6636b11e3194d699380541206322	514553512	raw/sequencing/MG1655/ERR376622/ERR376622_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR376622	PRJEB1803	MG1655	L1_core_candidate	methylomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR376/ERR376622/ERR376622_2.fastq.gz	1c9b73fd93b27de42859b81995335570	558532025	raw/sequencing/MG1655/ERR376622/ERR376622_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR4165510	PRJEB38405	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR416/000/ERR4165510/ERR4165510.fastq.gz	823df6ab928634f7a2ded95af4052d25	21393772	raw/sequencing/MG1655/ERR4165510/ERR4165510.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR12301664	PRJNA648047	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/064/SRR12301664/SRR12301664.fastq.gz	0cd94ff10bd7e2e563c55b90817dbe80	22450650	raw/sequencing/MG1655/SRR12301664/SRR12301664.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR12301632	PRJNA648047	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/032/SRR12301632/SRR12301632.fastq.gz	18b46b902f4700f47c32e62a8d915f02	23541243	raw/sequencing/MG1655/SRR12301632/SRR12301632.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR30919199	PRJNA951054	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/099/SRR30919199/SRR30919199.fastq.gz	9683506946991a4c9d0153fb68f503ed	26216948	raw/sequencing/MG1655/SRR30919199/SRR30919199.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR653522	PRJNA176149	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR653/SRR653522/SRR653522.fastq.gz	5ed7d41111dc31a502c555521fbe4ac5	28201007	raw/sequencing/MG1655/SRR653522/SRR653522.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR1168159	PRJNA238007	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1168159/SRR1168159.fastq.gz	b4b32b867c520594ba3d6ad6121b8e60	28298011	raw/sequencing/MG1655/SRR1168159/SRR1168159.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR16027350	PRJEB105423	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR160/050/ERR16027350/ERR16027350.fastq.gz	08aed2a1b18e3c09b0e1b7581ee67eef	29058787	raw/sequencing/MG1655/ERR16027350/ERR16027350.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR12337223	PRJNA649104	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/023/SRR12337223/SRR12337223.fastq.gz	98f91b2dfa6931c7e7ec163e5ae580e8	55132373	raw/sequencing/MG1655/SRR12337223/SRR12337223.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR12337222	PRJNA649104	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/022/SRR12337222/SRR12337222.fastq.gz	1b19cbada448f5ccf1c9d0b244eccfb3	59391184	raw/sequencing/MG1655/SRR12337222/SRR12337222.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR25715294	PRJNA1007675	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/094/SRR25715294/SRR25715294_2.fastq.gz	87c86c332b80a017bdaf8485a4b68de9	27330781	raw/sequencing/MG1655/SRR25715294/SRR25715294_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR25715294	PRJNA1007675	MG1655	L1_core_candidate	regulomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR257/094/SRR25715294/SRR25715294_1.fastq.gz	27a8c1d11d58362b40fb5c8c6176ef2d	32328395	raw/sequencing/MG1655/SRR25715294/SRR25715294_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR21765568	PRJNA885782	MG1655	L1_core_candidate	structural_genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/068/SRR21765568/SRR21765568_1.fastq.gz	3176cf5617bcbdae8d5c1f773eb4e67c	49006228	raw/sequencing/MG1655/SRR21765568/SRR21765568_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR21765568	PRJNA885782	MG1655	L1_core_candidate	structural_genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/068/SRR21765568/SRR21765568_2.fastq.gz	53bf2ff47167a9ad730b8b7519bd024d	49083950	raw/sequencing/MG1655/SRR21765568/SRR21765568_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR21765568	PRJNA885782	MG1655	L1_core_candidate	structural_genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/068/SRR21765568/SRR21765568.fastq.gz	a2f932a5c1eb02ee42fc3643f422d145	56791765	raw/sequencing/MG1655/SRR21765568/SRR21765568.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR21765569	PRJNA885782	MG1655	L1_core_candidate	structural_genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/069/SRR21765569/SRR21765569_1.fastq.gz	f2e92476971f6c7f3eedca113e8c5116	2594895	raw/sequencing/MG1655/SRR21765569/SRR21765569_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR21765569	PRJNA885782	MG1655	L1_core_candidate	structural_genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/069/SRR21765569/SRR21765569_2.fastq.gz	9c37d278c7823fbd764c2a8844a3faed	2595225	raw/sequencing/MG1655/SRR21765569/SRR21765569_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR21765569	PRJNA885782	MG1655	L1_core_candidate	structural_genomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/069/SRR21765569/SRR21765569.fastq.gz	4a95fd12159593518b1c15895cc3aebf	160028353	raw/sequencing/MG1655/SRR21765569/SRR21765569.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR400618	PRJNA80049	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR400/SRR400618/SRR400618.fastq.gz	9630103b86a3ff3c3195ee762a68fdf7	210292032	raw/sequencing/MG1655/SRR400618/SRR400618.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR1547228	PRJEB10931	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/008/ERR1547228/ERR1547228_1.fastq.gz	60203c4af3dbd65bcf8247d227e006a2	10302981	raw/sequencing/MG1655/ERR1547228/ERR1547228_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR1547228	PRJEB10931	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR154/008/ERR1547228/ERR1547228_2.fastq.gz	4a14be225da12ef2690e078c7f413579	10676134	raw/sequencing/MG1655/ERR1547228/ERR1547228_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR19643378	PRJNA848841	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR196/078/SRR19643378/SRR19643378_1.fastq.gz	0786d4bd84f81b55ff163f2ef0d87194	10504749	raw/sequencing/MG1655/SRR19643378/SRR19643378_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR19643378	PRJNA848841	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR196/078/SRR19643378/SRR19643378_2.fastq.gz	f82f12224872dbc860c45667293ee45f	10603196	raw/sequencing/MG1655/SRR19643378/SRR19643378_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR19643139	PRJNA848841	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR196/039/SRR19643139/SRR19643139_1.fastq.gz	2b2214c6d7d3f113cfca4c18eccb2262	10483601	raw/sequencing/MG1655/SRR19643139/SRR19643139_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR19643139	PRJNA848841	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR196/039/SRR19643139/SRR19643139_2.fastq.gz	627b39917101d1009cfd52615d34980e	10762437	raw/sequencing/MG1655/SRR19643139/SRR19643139_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR23750085	PRJNA942285	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR237/085/SRR23750085/SRR23750085_subreads.fastq.gz	04de74ab1e10c22509a0f143977163e7	21645196	raw/sequencing/MG1655/SRR23750085/SRR23750085_subreads.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR3801416	PRJEB36111	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR380/006/ERR3801416/ERR3801416.fastq.gz	c61e302b63c252dd8a9b772736aeb62f	25398723	raw/sequencing/MG1655/ERR3801416/ERR3801416.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR23750086	PRJNA942285	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR237/086/SRR23750086/SRR23750086_subreads.fastq.gz	757d0763abf5c1413b9c1109a50f0522	28146384	raw/sequencing/MG1655/SRR23750086/SRR23750086_subreads.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR3801413	PRJEB36111	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR380/003/ERR3801413/ERR3801413.fastq.gz	1cec3693a832e7414c1385ec0c0afcb6	34460753	raw/sequencing/MG1655/ERR3801413/ERR3801413.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR1984300	PRJNA277981	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/000/SRR1984300/SRR1984300.fastq.gz	299ba89ddd22724c5a586d574c3a4de0	41432244	raw/sequencing/MG1655/SRR1984300/SRR1984300.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR22879221	PRJNA915474	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/021/SRR22879221/SRR22879221.fastq.gz	238bb2d5ac15353afb59b8fb4923f179	21084550	raw/sequencing/MG1655/SRR22879221/SRR22879221.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR38227385	PRJNA1456594	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/085/SRR38227385/SRR38227385_2.fastq.gz	a678bb588d2745428aff039b8f510358	11255271	raw/sequencing/MG1655/SRR38227385/SRR38227385_2.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR38227385	PRJNA1456594	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/085/SRR38227385/SRR38227385_1.fastq.gz	e381a3a06dd12f5f22270d22127734fa	12864726	raw/sequencing/MG1655/SRR38227385/SRR38227385_1.fastq.gz	license_unverified	blocked_until_reviewed	pending
SRR38227323	PRJNA1456594	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR382/023/SRR38227323/SRR38227323.fastq.gz	d3d8fb9915378aa2e6d55e1e08b6e1ff	27083695	raw/sequencing/MG1655/SRR38227323/SRR38227323.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR2534360	PRJEB26394	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR253/000/ERR2534360/ERR2534360.fastq.gz	9888aaec2aefa390d146c0addf081340	41132330	raw/sequencing/MG1655/ERR2534360/ERR2534360.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR6575017	PRJEB42756	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/007/ERR6575017/ERR6575017.fastq.gz	9f92058a918123ec19b48e1890ea14ef	74922812	raw/sequencing/MG1655/ERR6575017/ERR6575017.fastq.gz	license_unverified	blocked_until_reviewed	pending
ERR6575016	PRJEB42756	MG1655	L1_core_candidate	transcriptomics	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR657/006/ERR6575016/ERR6575016.fastq.gz	d00eb9a56cba3641de6e1f89e7c3e435	87339479	raw/sequencing/MG1655/ERR6575016/ERR6575016.fastq.gz	license_unverified	blocked_until_reviewed	pending
